HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N0.HOG0002513	OG0002471	-		WP_009544484.1	WP_012596030.1			
N0.HOG0002514	OG0002472	-		WP_009547301.1, WP_009544493.1				
N0.HOG0002515	OG0002473	-		WP_009544497.1	WP_015784093.1			
N0.HOG0002516	OG0002474	-		WP_009544503.1	WP_012594275.1			
N0.HOG0002517	OG0002475	-		WP_009544515.1	WP_241392611.1			
N0.HOG0002518	OG0002476	-		WP_009544516.1	WP_015957348.1			
N0.HOG0002519	OG0002477	-		WP_009544518.1	WP_015957346.1			
N0.HOG0002520	OG0002478	-		WP_009544519.1	WP_241392610.1			
N0.HOG0002521	OG0002479	-		WP_009544523.1	WP_012594435.1			
N0.HOG0002522	OG0002480	-		WP_009544524.1	WP_012594434.1			
N0.HOG0002523	OG0002481	-		WP_009544525.1	WP_012596798.1			
N0.HOG0002524	OG0002482	-		WP_009544531.1	WP_012593907.1			
N0.HOG0002525	OG0002483	-		WP_009544542.1	WP_012595838.1			
N0.HOG0002526	OG0002484	-		WP_009544548.1	WP_012593799.1			
N0.HOG0002527	OG0002485	-		WP_009544550.1	WP_012594765.1			
N0.HOG0002528	OG0002486	-		WP_009544556.1	WP_012593648.1			
N0.HOG0002529	OG0002487	-		WP_009544560.1	WP_012596060.1			
N0.HOG0002530	OG0002488	-		WP_009544569.1	WP_012596953.1			
N0.HOG0002531	OG0002489	-		WP_009544570.1	WP_012596771.1			
N0.HOG0002532	OG0002490	-		WP_009544572.1	WP_241392539.1			
N0.HOG0002533	OG0002491	-		WP_009544574.1	WP_012593390.1			
N0.HOG0002534	OG0002492	-		WP_009544575.1	WP_012593391.1			
N0.HOG0002535	OG0002493	-		WP_009544579.1	WP_012594704.1			
N0.HOG0002536	OG0002494	-		WP_009544585.1	WP_012595368.1			
N0.HOG0002537	OG0002495	-		WP_009544591.1	WP_012593922.1			
N0.HOG0002538	OG0002496	-		WP_009544598.1	WP_012593737.1			
N0.HOG0002539	OG0002497	-		WP_009544602.1	WP_012595592.1			
N0.HOG0002540	OG0002498	-		WP_009544603.1	WP_041229633.1			
N0.HOG0002541	OG0002499	-		WP_009546373.1, WP_009544622.1				
N0.HOG0002542	OG0002500	-		WP_009547824.1, WP_009544623.1				
N0.HOG0002543	OG0002501	-		WP_009544629.1, WP_009547459.1				
N0.HOG0002544	OG0002502	-		WP_009544632.1, WP_009547873.1				
N0.HOG0002545	OG0002503	-		WP_009544634.1	WP_012596500.1			
N0.HOG0002546	OG0002504	-		WP_009544641.1	WP_012596510.1			
N0.HOG0002547	OG0002505	-		WP_009544648.1	WP_012595085.1			
N0.HOG0002548	OG0002506	-		WP_009544650.1	WP_012594731.1			
N0.HOG0002549	OG0002507	-		WP_009544655.1	WP_012596321.1			
N0.HOG0002550	OG0002508	-		WP_009544656.1	WP_012596320.1			
N0.HOG0002551	OG0002509	-		WP_009544658.1	WP_012596318.1			
N0.HOG0002552	OG0002510	-		WP_009544674.1	WP_012594778.1			
N0.HOG0002553	OG0002511	-		WP_009544675.1	WP_012594777.1			
N0.HOG0002554	OG0002512	-		WP_009544676.1	WP_241392670.1			
N0.HOG0002555	OG0002513	-		WP_009544684.1	WP_012594752.1			
N0.HOG0002556	OG0002514	-		WP_009544685.1	WP_012597035.1			
N0.HOG0002557	OG0002515	-		WP_009544688.1	WP_241392644.1			
N0.HOG0002558	OG0002516	-		WP_009544689.1	WP_015785172.1			
N0.HOG0002559	OG0002517	-		WP_009544698.1	WP_012594444.1			
N0.HOG0002560	OG0002518	-		WP_009544702.1	WP_012594038.1			
N0.HOG0002561	OG0002519	-		WP_009544706.1	WP_012593050.1			
N0.HOG0002562	OG0002520	-		WP_009544707.1	WP_012593004.1			
N0.HOG0002563	OG0002521	-		WP_009544714.1	WP_012595140.1			
N0.HOG0002564	OG0002522	-		WP_009544921.1, WP_009544720.1				
N0.HOG0002565	OG0002523	-		WP_009544729.1, WP_009546203.1				
N0.HOG0002566	OG0002524	-		WP_009544731.1	WP_012594161.1			
N0.HOG0002567	OG0002525	-		WP_009544733.1	WP_012594159.1			
N0.HOG0002568	OG0002526	-		WP_009544743.1	WP_012593921.1			
N0.HOG0002569	OG0002527	-		WP_009544747.1	WP_012594188.1			
N0.HOG0002570	OG0002528	-		WP_009544753.1	WP_012593795.1			
N0.HOG0002571	OG0002529	-		WP_009544755.1	WP_012593947.1			
N0.HOG0002572	OG0002530	-		WP_009544760.1	WP_012593853.1			
N0.HOG0002573	OG0002531	-		WP_009544771.1	WP_012595991.1			
N0.HOG0002574	OG0002532	-		WP_009544777.1	WP_241392678.1			
N0.HOG0002575	OG0002533	-		WP_009544784.1	WP_012595377.1			
N0.HOG0002576	OG0002534	-		WP_009544788.1	WP_012595250.1			
N0.HOG0002577	OG0002535	-		WP_009544794.1	WP_012593399.1			
N0.HOG0002578	OG0002536	-		WP_009544796.1	WP_012593402.1			
N0.HOG0002579	OG0002537	-		WP_009544813.1	WP_012594214.1			
N0.HOG0002580	OG0002538	-		WP_009544814.1	WP_012593766.1			
N0.HOG0002581	OG0002539	-		WP_009544822.1, WP_243397382.1				
N0.HOG0002582	OG0002540	-		WP_009544826.1	WP_241392684.1			
N0.HOG0002583	OG0002541	-		WP_009544827.1	WP_041229658.1			
N0.HOG0002584	OG0002542	-		WP_009544829.1	WP_012595864.1			
N0.HOG0002585	OG0002543	-		WP_009544830.1	WP_012594524.1			
N0.HOG0002586	OG0002544	-		WP_009544837.1, WP_009547122.1				
N0.HOG0002587	OG0002545	-		WP_009544843.1	WP_015785136.1			
N0.HOG0002588	OG0002546	-		WP_009546930.1, WP_009544844.1				
N0.HOG0002589	OG0002547	-		WP_009544845.1	WP_012595186.1			
N0.HOG0002590	OG0002548	-		WP_009544847.1	WP_012595795.1			
N0.HOG0002591	OG0002549	-		WP_009544853.1	WP_012593601.1			
N0.HOG0002592	OG0002550	-		WP_009544854.1	WP_012593602.1			
N0.HOG0002593	OG0002551	-		WP_009544857.1	WP_012595927.1			
N0.HOG0002594	OG0002552	-		WP_009544867.1, WP_009544999.1				
N0.HOG0002595	OG0002553	-		WP_009544870.1	WP_012595174.1			
N0.HOG0002596	OG0002554	-		WP_009544871.1	WP_012596105.1			
N0.HOG0002597	OG0002555	-		WP_009544879.1	WP_015785397.1			
N0.HOG0002598	OG0002556	-		WP_009544880.1	WP_241392615.1			
N0.HOG0002599	OG0002557	-		WP_009544881.1	WP_015785399.1			
N0.HOG0002600	OG0002558	-		WP_009544884.1	WP_012594093.1			
N0.HOG0002601	OG0002559	-		WP_009544902.1	WP_012595356.1			
N0.HOG0002602	OG0002560	-		WP_009545868.1, WP_009544903.1				
N0.HOG0002603	OG0002561	-		WP_009544909.1	WP_012596428.1			
N0.HOG0002604	OG0002562	-		WP_009544913.1	WP_012594396.1			
N0.HOG0002605	OG0002563	-		WP_009544937.1	WP_012595272.1			
N0.HOG0002606	OG0002564	-		WP_009544957.1	WP_012595823.1			
N0.HOG0002607	OG0002565	-		WP_009544960.1	WP_012594562.1			
N0.HOG0002608	OG0002566	-		WP_009544964.1	WP_012595084.1			
N0.HOG0002609	OG0002567	-		WP_009544982.1	WP_012593482.1			
N0.HOG0002610	OG0002568	-		WP_009544983.1	WP_012593481.1			
N0.HOG0002611	OG0002569	-		WP_009544984.1	WP_012593480.1			
N0.HOG0002612	OG0002570	-		WP_009544985.1	WP_012593479.1			
N0.HOG0002613	OG0002571	-		WP_009544986.1	WP_012593478.1			
N0.HOG0002614	OG0002572	-		WP_009544993.1	WP_012596315.1			
N0.HOG0002615	OG0002573	-		WP_009545004.1	WP_015785309.1			
N0.HOG0002616	OG0002574	-		WP_009545011.1	WP_012593704.1			
N0.HOG0002617	OG0002575	-		WP_009545017.1	WP_012596981.1			
N0.HOG0002618	OG0002576	-		WP_009545018.1	WP_012596980.1			
N0.HOG0002619	OG0002577	-		WP_009545028.1	WP_012596638.1			
N0.HOG0002620	OG0002578	-		WP_009545039.1	WP_012593023.1			
N0.HOG0002621	OG0002579	-		WP_009545040.1	WP_012595848.1			
N0.HOG0002622	OG0002580	-		WP_009545049.1	WP_012597055.1			
N0.HOG0002623	OG0002581	-		WP_009545054.1	WP_041229630.1			
N0.HOG0002624	OG0002582	-		WP_009545065.1	WP_012595308.1			
N0.HOG0002625	OG0002583	-		WP_009545069.1	WP_012594716.1			
N0.HOG0002626	OG0002584	-		WP_009545070.1	WP_012594715.1			
N0.HOG0002627	OG0002585	-		WP_009546328.1, WP_009545078.1				
N0.HOG0002628	OG0002586	-		WP_009545079.1, WP_024750396.1				
N0.HOG0002629	OG0002587	-		WP_009545090.1	WP_241392627.1			
N0.HOG0002630	OG0002588	-		WP_009545093.1	WP_012594858.1			
N0.HOG0002631	OG0002589	-		WP_009545105.1	WP_012597181.1			
N0.HOG0002632	OG0002590	-		WP_009545106.1	WP_012596617.1			
N0.HOG0002633	OG0002591	-		WP_009545108.1	WP_012596621.1			
N0.HOG0002634	OG0002592	-		WP_009545110.1	WP_012596623.1			
N0.HOG0002635	OG0002593	-		WP_009545111.1	WP_012596633.1			
N0.HOG0002636	OG0002594	-		WP_009545114.1	WP_012595928.1			
N0.HOG0002637	OG0002595	-		WP_009545117.1	WP_012595419.1			
N0.HOG0002638	OG0002596	-		WP_009545119.1	WP_012594694.1			
N0.HOG0002639	OG0002597	-		WP_009545125.1	WP_012595747.1			
N0.HOG0002640	OG0002598	-		WP_009545131.1	WP_012595259.1			
N0.HOG0002641	OG0002599	-		WP_009545134.1	WP_012595263.1			
N0.HOG0002642	OG0002600	-		WP_009545136.1	WP_015957310.1			
N0.HOG0002643	OG0002601	-		WP_009545137.1	WP_015785165.1			
N0.HOG0002644	OG0002602	-		WP_009545143.1	WP_012595538.1			
N0.HOG0002645	OG0002603	-		WP_009545153.1	WP_012594427.1			
N0.HOG0002646	OG0002604	-		WP_009545158.1	WP_012594605.1			
N0.HOG0002647	OG0002605	-		WP_009545161.1	WP_012596706.1			
N0.HOG0002648	OG0002606	-		WP_009545163.1	WP_012594105.1			
N0.HOG0002649	OG0002607	-		WP_009545165.1	WP_012594103.1			
N0.HOG0002650	OG0002608	-		WP_009545173.1	WP_012595492.1			
N0.HOG0002651	OG0002609	-		WP_009545174.1	WP_012593387.1			
N0.HOG0002652	OG0002610	-		WP_009545180.1	WP_241392729.1			
N0.HOG0002653	OG0002611	-		WP_009545183.1	WP_012596090.1			
N0.HOG0002654	OG0002612	-		WP_009545187.1	WP_012595207.1			
N0.HOG0002655	OG0002613	-		WP_009545188.1	WP_012595208.1			
N0.HOG0002656	OG0002614	-		WP_009545192.1	WP_012595032.1			
N0.HOG0002657	OG0002615	-		WP_009545193.1	WP_012595031.1			
N0.HOG0002658	OG0002616	-		WP_009545196.1	WP_012595961.1			
N0.HOG0002659	OG0002617	-		WP_009545205.1	WP_012596138.1			
N0.HOG0002660	OG0002618	-		WP_009545208.1	WP_041229662.1			
N0.HOG0002661	OG0002619	-		WP_009545213.1	WP_012594635.1			
N0.HOG0002662	OG0002620	-		WP_009545233.1	WP_012593838.1			
N0.HOG0002663	OG0002621	-		WP_009545234.1	WP_012593663.1			
N0.HOG0002664	OG0002622	-		WP_009545236.1	WP_012593950.1			
N0.HOG0002665	OG0002623	-		WP_009545247.1	WP_012594384.1			
N0.HOG0002666	OG0002624	-		WP_009545255.1	WP_012594035.1			
N0.HOG0002667	OG0002625	-		WP_009545259.1	WP_241392639.1			
N0.HOG0002668	OG0002626	-		WP_009545285.1	WP_012594432.1			
N0.HOG0002669	OG0002627	-		WP_009545292.1	WP_012593570.1			
N0.HOG0002670	OG0002628	-		WP_009545293.1	WP_012595483.1			
N0.HOG0002671	OG0002629	-		WP_009545305.1	WP_012595024.1			
N0.HOG0002672	OG0002630	-		WP_009545310.1	WP_012597241.1			
N0.HOG0002673	OG0002631	-		WP_009545312.1	WP_012594421.1			
N0.HOG0002674	OG0002632	-		WP_009545319.1	WP_012594575.1			
N0.HOG0002675	OG0002633	-		WP_009545320.1	WP_012595473.1			
N0.HOG0002676	OG0002634	-		WP_009545321.1	WP_012596518.1			
N0.HOG0002677	OG0002635	-		WP_009545323.1	WP_012593745.1			
N0.HOG0002678	OG0002636	-		WP_009545325.1	WP_012593744.1			
N0.HOG0002679	OG0002637	-		WP_009545330.1	WP_012595477.1			
N0.HOG0002680	OG0002638	-		WP_009545334.1	WP_012595426.1			
N0.HOG0002681	OG0002639	-		WP_009545336.1	WP_012596515.1			
N0.HOG0002682	OG0002640	-		WP_009545339.1	WP_012595292.1			
N0.HOG0002683	OG0002641	-		WP_009545347.1	WP_012597043.1			
N0.HOG0002684	OG0002642	-		WP_009545377.1, WP_009545563.1				
N0.HOG0002685	OG0002643	-		WP_009545382.1	WP_012595684.1			
N0.HOG0002686	OG0002644	-		WP_009545392.1	WP_012596124.1			
N0.HOG0002687	OG0002645	-		WP_009545397.1	WP_012594206.1			
N0.HOG0002688	OG0002646	-		WP_009545398.1	WP_012594601.1			
N0.HOG0002689	OG0002647	-		WP_009545413.1	WP_012596637.1			
N0.HOG0002690	OG0002648	-		WP_009545417.1	WP_012595631.1			
N0.HOG0002691	OG0002649	-		WP_009545428.1	WP_012596912.1			
N0.HOG0002692	OG0002650	-		WP_009545429.1	WP_012596131.1			
N0.HOG0002693	OG0002651	-		WP_009545434.1	WP_012594200.1			
N0.HOG0002694	OG0002652	-		WP_009545440.1	WP_012596614.1			
N0.HOG0002695	OG0002653	-		WP_009545443.1	WP_012594284.1			
N0.HOG0002696	OG0002654	-		WP_009545449.1, WP_009547543.1				
N0.HOG0002697	OG0002655	-		WP_009547731.1, WP_009545460.1				
N0.HOG0002698	OG0002656	-		WP_009545462.1	WP_012593968.1			
N0.HOG0002699	OG0002657	-		WP_009545482.1	WP_012594991.1			
N0.HOG0002700	OG0002658	-		WP_009545484.1, WP_243397388.1				
N0.HOG0002701	OG0002659	-		WP_009545490.1	WP_012595406.1			
N0.HOG0002702	OG0002660	-		WP_009545493.1	WP_012595609.1			
N0.HOG0002703	OG0002661	-		WP_009545494.1	WP_012595608.1			
N0.HOG0002704	OG0002662	-		WP_009545501.1	WP_012594415.1			
N0.HOG0002705	OG0002663	-		WP_009545503.1	WP_012595158.1			
N0.HOG0002706	OG0002664	-		WP_009545504.1	WP_012595159.1			
N0.HOG0002707	OG0002665	-		WP_009545514.1	WP_012596438.1			
N0.HOG0002708	OG0002666	-		WP_009545515.1	WP_012596437.1			
N0.HOG0002709	OG0002667	-		WP_009545519.1				WP_119260463.1
N0.HOG0002710	OG0002668	-		WP_009547359.1, WP_009545521.1				
N0.HOG0002711	OG0002669	-		WP_009545523.1	WP_012595813.1			
N0.HOG0002712	OG0002670	-		WP_009545527.1	WP_012596726.1			
N0.HOG0002713	OG0002671	-		WP_009548023.1, WP_009545532.1				
N0.HOG0002714	OG0002672	-		WP_009545533.1	WP_012596434.1			
N0.HOG0002715	OG0002673	-		WP_009545538.1	WP_012595888.1			
N0.HOG0002716	OG0002674	-		WP_009545543.1	WP_012593848.1			
N0.HOG0002717	OG0002675	-		WP_009545544.1	WP_012595725.1			
N0.HOG0002718	OG0002676	-		WP_009545564.1	WP_012594640.1			
N0.HOG0002719	OG0002677	-		WP_009545576.1	WP_012595307.1			
N0.HOG0002720	OG0002678	-		WP_009545586.1	WP_012593738.1			
N0.HOG0002721	OG0002679	-		WP_009545593.1	WP_241392634.1			
N0.HOG0002722	OG0002680	-		WP_009545601.1	WP_012593962.1			
N0.HOG0002723	OG0002681	-		WP_009545607.1	WP_241392699.1			
N0.HOG0002724	OG0002682	-		WP_009545617.1	WP_012594836.1			
N0.HOG0002725	OG0002683	-		WP_009545621.1	WP_012594814.1			
N0.HOG0002726	OG0002684	-		WP_009545634.1	WP_012595146.1			
N0.HOG0002727	OG0002685	-		WP_009545637.1	WP_015785168.1			
N0.HOG0002728	OG0002686	-		WP_009545649.1	WP_012595762.1			
N0.HOG0002729	OG0002687	-		WP_009545650.1	WP_012596311.1			
N0.HOG0002730	OG0002688	-		WP_009545651.1	WP_012594273.1			
N0.HOG0002731	OG0002689	-		WP_009545659.1	WP_012597280.1			
N0.HOG0002732	OG0002690	-		WP_009545660.1	WP_012597281.1			
N0.HOG0002733	OG0002691	-		WP_009545664.1	WP_012594129.1			
N0.HOG0002734	OG0002692	-		WP_009545670.1	WP_012593389.1			
N0.HOG0002735	OG0002693	-		WP_009545675.1	WP_012597149.1			
N0.HOG0002736	OG0002694	-		WP_009545680.1	WP_012596652.1			
N0.HOG0002737	OG0002695	-		WP_009545684.1	WP_015785116.1			
N0.HOG0002738	OG0002696	-		WP_009545689.1	WP_012593803.1			
N0.HOG0002739	OG0002697	-		WP_009545691.1	WP_012595687.1			
N0.HOG0002740	OG0002698	-		WP_009545697.1, WP_009545963.1				
N0.HOG0002741	OG0002699	-		WP_009545702.1	WP_012596042.1			
N0.HOG0002742	OG0002700	-		WP_009545712.1	WP_012595088.1			
N0.HOG0002743	OG0002701	-		WP_009545713.1	WP_012596309.1			
N0.HOG0002744	OG0002702	-		WP_009545721.1	WP_012594393.1			
N0.HOG0002745	OG0002703	-		WP_009545722.1	WP_012594392.1			
N0.HOG0002746	OG0002704	-		WP_009545727.1	WP_012593457.1			
N0.HOG0002747	OG0002705	-		WP_009545728.1				WP_172582009.1
N0.HOG0002748	OG0002706	-		WP_009545730.1	WP_012594144.1			
N0.HOG0002749	OG0002707	-		WP_009545732.1	WP_241392595.1			
N0.HOG0002750	OG0002708	-		WP_009545733.1	WP_012596174.1			
N0.HOG0002751	OG0002709	-		WP_009545734.1	WP_012594353.1			
N0.HOG0002752	OG0002710	-		WP_009545737.1	WP_012597275.1			
N0.HOG0002753	OG0002711	-		WP_009545739.1	WP_015785188.1			
N0.HOG0002754	OG0002712	-		WP_009545759.1	WP_012593503.1			
N0.HOG0002755	OG0002713	-		WP_009545761.1	WP_012594840.1			
N0.HOG0002756	OG0002714	-		WP_009545765.1	WP_012595921.1			
N0.HOG0002757	OG0002715	-		WP_009545772.1	WP_012594650.1			
N0.HOG0002758	OG0002716	-		WP_009545783.1	WP_012593971.1			
N0.HOG0002759	OG0002717	-		WP_009545791.1	WP_012596359.1			
N0.HOG0002760	OG0002718	-		WP_009545792.1	WP_012595741.1			
N0.HOG0002761	OG0002719	-		WP_009545794.1	WP_012593900.1			
N0.HOG0002762	OG0002720	-		WP_009545798.1	WP_012595789.1			
N0.HOG0002763	OG0002721	-		WP_009545808.1	WP_012596892.1			
N0.HOG0002764	OG0002722	-		WP_009545810.1	WP_012596991.1			
N0.HOG0002765	OG0002723	-		WP_009545811.1	WP_012596891.1			
N0.HOG0002766	OG0002724	-		WP_009545812.1	WP_012595548.1			
N0.HOG0002767	OG0002725	-		WP_009545836.1	WP_012595924.1			
N0.HOG0002768	OG0002726	-		WP_009545840.1	WP_012597222.1			
N0.HOG0002769	OG0002727	-		WP_009545848.1	WP_012594703.1			
N0.HOG0002770	OG0002728	-		WP_009545849.1	WP_012594696.1			
N0.HOG0002771	OG0002729	-		WP_009547621.1, WP_009545851.1				
N0.HOG0002772	OG0002730	-		WP_009545855.1	WP_012593009.1			
N0.HOG0002773	OG0002731	-		WP_009545860.1				WP_119261037.1
N0.HOG0002774	OG0002732	-		WP_009545864.1	WP_012595910.1			
N0.HOG0002775	OG0002733	-		WP_009545865.1	WP_012595909.1			
N0.HOG0002776	OG0002734	-		WP_009545866.1	WP_012595908.1			
N0.HOG0002777	OG0002735	-		WP_009545873.1	WP_012593007.1			
N0.HOG0002778	OG0002736	-		WP_009545876.1	WP_012596769.1			
N0.HOG0002779	OG0002737	-		WP_009545879.1	WP_012596420.1			
N0.HOG0002780	OG0002738	-		WP_009545887.1	WP_241392599.1			
N0.HOG0002781	OG0002739	-		WP_009545889.1	WP_012597089.1			
N0.HOG0002782	OG0002740	-		WP_009545899.1	WP_012595444.1			
N0.HOG0002783	OG0002741	-		WP_009545900.1	WP_012595325.1			
N0.HOG0002784	OG0002742	-		WP_009545904.1	WP_012594803.1			
N0.HOG0002785	OG0002743	-		WP_009545910.1	WP_041229794.1			
N0.HOG0002786	OG0002744	-		WP_009545911.1	WP_012595171.1			
N0.HOG0002787	OG0002745	-		WP_009545916.1	WP_012597128.1			
N0.HOG0002788	OG0002746	-		WP_009545924.1	WP_012594905.1			
N0.HOG0002789	OG0002747	-		WP_009545925.1	WP_012594906.1			
N0.HOG0002790	OG0002748	-		WP_009545926.1	WP_012593787.1			
N0.HOG0002791	OG0002749	-		WP_009545936.1	WP_012594693.1			
N0.HOG0002792	OG0002750	-		WP_009545949.1	WP_012594130.1			
N0.HOG0002793	OG0002751	-		WP_009545952.1	WP_012597068.1			
N0.HOG0002794	OG0002752	-		WP_009545972.1	WP_012593455.1			
N0.HOG0002795	OG0002753	-		WP_009545981.1	WP_012595828.1			
N0.HOG0002796	OG0002754	-		WP_009545982.1	WP_012595827.1			
N0.HOG0002797	OG0002755	-		WP_009545989.1	WP_012593917.1			
N0.HOG0002798	OG0002756	-		WP_009545993.1	WP_012596151.1			
N0.HOG0002799	OG0002757	-		WP_009545994.1	WP_012596153.1			
N0.HOG0002800	OG0002758	-		WP_009545995.1	WP_241392594.1			
N0.HOG0002801	OG0002759	-		WP_009545998.1	WP_012594713.1			
N0.HOG0002802	OG0002760	-		WP_009546000.1	WP_012595316.1			
N0.HOG0002803	OG0002761	-		WP_009546001.1	WP_012595317.1			
N0.HOG0002804	OG0002762	-		WP_009546002.1	WP_012596786.1			
N0.HOG0002805	OG0002763	-		WP_009546010.1	WP_012593823.1			
N0.HOG0002806	OG0002764	-		WP_009546016.1	WP_012595410.1			
N0.HOG0002807	OG0002765	-		WP_009546017.1	WP_012595411.1			
N0.HOG0002808	OG0002766	-		WP_009546043.1	WP_012595806.1			
N0.HOG0002809	OG0002767	-		WP_009546045.1	WP_012594645.1			
N0.HOG0002810	OG0002768	-		WP_009546069.1	WP_012594541.1			
N0.HOG0002811	OG0002769	-		WP_009546078.1	WP_012595462.1			
N0.HOG0002812	OG0002770	-		WP_009546085.1	WP_012595300.1			
N0.HOG0002813	OG0002771	-		WP_009546086.1	WP_012595233.1			
N0.HOG0002814	OG0002772	-		WP_009546088.1	WP_015785405.1			
N0.HOG0002815	OG0002773	-		WP_009546090.1	WP_012594289.1			
N0.HOG0002816	OG0002774	-		WP_009546098.1, WP_243397328.1				
N0.HOG0002817	OG0002775	-		WP_009547325.1, WP_009546099.1				
N0.HOG0002818	OG0002776	-		WP_009546104.1	WP_015785226.1			
N0.HOG0002819	OG0002777	-		WP_009546123.1	WP_012596663.1			
N0.HOG0002820	OG0002778	-		WP_009546127.1	WP_012596126.1			
N0.HOG0002821	OG0002779	-		WP_009546129.1	WP_012595330.1			
N0.HOG0002822	OG0002780	-		WP_009546137.1	WP_012593758.1			
N0.HOG0002823	OG0002781	-		WP_009546150.1	WP_012595371.1			
N0.HOG0002824	OG0002782	-		WP_009546158.1	WP_015785180.1			
N0.HOG0002825	OG0002783	-		WP_009546165.1	WP_015957362.1			
N0.HOG0002826	OG0002784	-		WP_009546169.1, WP_009546348.1				
N0.HOG0002827	OG0002785	-		WP_009546170.1, WP_009547303.1				
N0.HOG0002828	OG0002786	-		WP_009546368.1, WP_009546189.1				
N0.HOG0002829	OG0002787	-		WP_009546355.1, WP_009546208.1				
N0.HOG0002830	OG0002788	-		WP_009546214.1, WP_243397457.1				
N0.HOG0002831	OG0002789	-		WP_012362616.1, WP_009546223.1				
N0.HOG0002832	OG0002790	-		WP_009546234.1, WP_009546235.1				
N0.HOG0002833	OG0002791	-		WP_009546245.1, WP_012362556.1				
N0.HOG0002834	OG0002792	-		WP_009547841.1, WP_009546300.1				
N0.HOG0002835	OG0002793	-		WP_009546322.1, WP_009547846.1				
N0.HOG0002836	OG0002794	-		WP_009546338.1	WP_241392643.1			
N0.HOG0002837	OG0002795	-		WP_009547726.1, WP_009546356.1				
N0.HOG0002838	OG0002796	-		WP_009546430.1, WP_009546401.1				
N0.HOG0002839	OG0002797	-		WP_024750267.1, WP_009546407.1				
N0.HOG0002840	OG0002798	-		WP_009546412.1, WP_009546413.1				
N0.HOG0002841	OG0002799	-		WP_009546433.1, WP_009547944.1				
N0.HOG0002842	OG0002800	-		WP_009546452.1	WP_012596260.1			
N0.HOG0002843	OG0002801	-		WP_009546454.1	WP_012596356.1			
N0.HOG0002844	OG0002802	-		WP_009546457.1	WP_012596310.1			
N0.HOG0002845	OG0002803	-		WP_009546460.1	WP_012595144.1			
N0.HOG0002846	OG0002804	-		WP_009546461.1	WP_012595143.1			
N0.HOG0002847	OG0002805	-		WP_009546471.1	WP_012594584.1			
N0.HOG0002848	OG0002806	-		WP_009546481.1	WP_012595310.1			
N0.HOG0002849	OG0002807	-		WP_009546487.1	WP_012596444.1			
N0.HOG0002850	OG0002808	-		WP_009546492.1	WP_015785351.1			
N0.HOG0002851	OG0002809	-		WP_009546493.1	WP_012594644.1			
N0.HOG0002852	OG0002810	-		WP_009546499.1	WP_012594754.1			
N0.HOG0002853	OG0002811	-		WP_009546505.1	WP_012594938.1			
N0.HOG0002854	OG0002812	-		WP_009546506.1	WP_012594937.1			
N0.HOG0002855	OG0002813	-		WP_009546509.1	WP_012593048.1			
N0.HOG0002856	OG0002814	-		WP_009546531.1	WP_012594080.1			
N0.HOG0002857	OG0002815	-		WP_009546534.1	WP_012594083.1			
N0.HOG0002858	OG0002816	-		WP_009546535.1	WP_012594084.1			
N0.HOG0002859	OG0002817	-		WP_009546537.1	WP_012597012.1			
N0.HOG0002860	OG0002818	-		WP_009546540.1	WP_012597009.1			
N0.HOG0002861	OG0002819	-		WP_009546562.1	WP_012595728.1			
N0.HOG0002862	OG0002820	-		WP_009546571.1	WP_012597277.1			
N0.HOG0002863	OG0002821	-		WP_009546576.1	WP_015785139.1			
N0.HOG0002864	OG0002822	-		WP_009546579.1	WP_241392641.1			
N0.HOG0002865	OG0002823	-		WP_009546583.1	WP_241392620.1			
N0.HOG0002866	OG0002824	-		WP_009546584.1	WP_012595583.1			
N0.HOG0002867	OG0002825	-		WP_009546589.1	WP_012595052.1			
N0.HOG0002868	OG0002826	-		WP_009546590.1	WP_012597232.1			
N0.HOG0002869	OG0002827	-		WP_009546595.1, WP_243397432.1				
N0.HOG0002870	OG0002828	-		WP_009546598.1	WP_012596194.1			
N0.HOG0002871	OG0002829	-		WP_009546600.1	WP_012596586.1			
N0.HOG0002872	OG0002830	-		WP_009546614.1	WP_012595698.1			
N0.HOG0002873	OG0002831	-		WP_009546616.1	WP_012595683.1			
N0.HOG0002874	OG0002832	-		WP_009546617.1	WP_012596345.1			
N0.HOG0002875	OG0002833	-		WP_009546624.1	WP_012594013.1			
N0.HOG0002876	OG0002834	-		WP_009546625.1	WP_012594012.1			
N0.HOG0002877	OG0002835	-		WP_009546636.1	WP_012595101.1			
